IMF Z log(age) U B1 B2 V R u g r i z
CHA 0.0004 6.74 -0.36752728949879465 0.604345477377465 0.5918972765003314 0.8121682132470485 0.9210370475337788 0.7602599852616742 1.0434439190085079 1.4550868425143313 1.8450331929805919 2.1043553843796565
CHA 0.0004 6.76 -0.34598182243528397 0.6218295589868319 0.6094250639520329 0.8288363443829398 0.9374377083045251 0.7828576354388567 1.0604740808937527 1.4715994803106134 1.8611935408339995 2.1199066247074376
CHA 0.0004 6.78 -0.31257996232575724 0.6519671876722142 0.6396130492265284 0.8577338742638327 0.9655647236485134 0.8171248116080939 1.0900250506579332 1.5000057838900793 1.8887736144042129 2.1466349024800144
CHA 0.0004 6.81 -0.1990646186125864 0.7602359636305835 0.7479077437836912 0.9667784486082849 1.0755668761129134 0.9313927259641709 1.1983849912697173 1.6098033892441328 1.9991293590865076 2.2577763426314568
CHA 0.0004 6.85 0.045143283923336774 0.9862376817895333 0.9739540352658476 1.197298925373722 1.3067643415166608 1.1752060502331267 1.4257641912340069 1.8419469501768808 2.228097100686836 2.4854237544391444
CHA 0.0004 6.86 0.04392493051948154 0.9824719419039694 0.9702211055604284 1.1927896435140268 1.3018193787277568 1.1745971757593572 1.421638853833739 1.8371542640564846 2.222876507013678 2.4797812843945457
CHA 0.0004 6.88 0.07426895856870974 1.0086867775020023 0.9964936956772883 1.2175441935113658 1.3252064103297336 1.2058993979540467 1.4471948901959997 1.861120661715558 2.2450581825483744 2.5002034831040993
CHA 0.0004 6.89 0.07074251830350686 1.003390793832847 0.9912157605292364 1.211736118317792 1.3187815191321413 1.202858634543707 1.4416784948119576 1.85497135006757 2.2380522026461995 2.4923187599026213
CHA 0.0004 6.9 0.09345326734922743 1.0252029947359595 1.0130433322315215 1.2332189465532877 1.339820467173839 1.2257095058845784 1.46333549434488 1.876233999985954 2.258581058445484 2.5121518718211653
CHA 0.0004 6.92 0.11592017903404717 1.043229244284872 1.0311357472532157 1.249493389049058 1.3543408624669007 1.2491954862062165 1.480591980408453 1.891491237440801 2.271575723912631 2.523057255464328
